bbk_full;bbk_abb;description;changes;;;
;85.113(3);Архитектура зарубежных стран;;;;
85.118;85.118;Градостроительство. Дизайн архитектурной среды;;;;
;;(архитектурный дизайн);;;;
85.118.7;85.118.7;Зеленое строительство (озеленение населенных мест);;;;
85.12;85.12;Декоративно-прикладное искусство;;;;
85.125;85.125;Виды художественных изделий, различающихся по материалу;;;;
85.126;85.126;Виды художественных изделий, различающиеся по назначению;;;;
85.127;85.127;Оформительское искусство;;;;
;85.127.6;Рекламный дизайн;;;;
85.128;85.128;Интерьер;;;;
85.13;85.13;Скульптура;;;;
85.133;85.133;История скульптуры;;;;
;85.133(2);Скульптура России;;;;
;85.133(2)6;Скульптура России Новейшего времени;;;;
;85.133(3);Скульптура зарубежных стран;;;;
85.14;85.14;Живопись;;;;
;85.143;История живописи;;;;
;85.143(2);Живопись России;;;;
;;;;;;
;85.143(2)6;Живопись России Новейшего времени;;;;
;85.143(3);Живопись зарубежных стран;;;;
85.147;85.147;Жанры живописи;;;;
85.15;85.15;Графика;;;;
;85.153;История графики;;;;
;85.153(2);Графика России;;;;
;85.153(2)6;Графика России Новейшего времени;;;;
;85.153(3);Графика зарубежных стран;;;;
85.16;85.16;Художественная фотография;;;;
85.163;85.163;История художественной фотографии;;;;
;85.163(2);Художественная фотография России;;;;
;85.163(3);Художественная фотография зарубежных стран;;;;
;85.19;Другие формы изобразительного искусства;;;;
85.3;85.3;Музыка и зрелищные искусства;;;;
85.31;85.31;Музыка;;;;
;85.313;История музыки;;;;
85.313(0);;;См. 85.313 История музыки;;;
85.313(2);85.313(2);Музыкальная культура России;;;;
;85.313(2)6;Музыкальная культура России Новейшего времени;;;;
85.313(3);85.313(3);Музыкальная культура зарубежных стран;;;;
85.314;85.314;Вокальная музыка;;;;
85.315;85.315;Инструментальная музыка;;;;
85.315.3;85.315.3;Музыкальные инструменты. Инструментоведение;;;;
85.316;85.316;Вокально-симфоническая музыка;;;;
85.317;85.317;Сценическая музыка. Музыка к постановкам и кинофильмам;;;;
85.318;85.318;Другие жанры и виды музыки;;;;
85.319;85.319;Либретто и тексты к музыкальным произведениям;;;;
85.32;85.32;Танец (хореография);;;;
;85.32р;Хореографическое образование;;;;
;85.325;Отдельные виды танца;;;;
85.325.2;85.325.2;Народный танец;;;;
85.325.6;85.325.6;Бытовой и бальный танец;;;;
85.325.7;85.325.7;Сценический танец;;;;
85.33;85.33;Театр;;;;
;;;;;;
;85.333;История театра;;;;
;85.333(2);Театр России;;;;
;85.333(3);Театр зарубежных стран;;;;
